sample_id,lamp5_gabaergic_cortical_interneuron,sncg_gabaergic_cortical_interneuron,caudal_ganglionic_eminence_derived_gabaergic_cortical_interneuron,vip_gabaergic_cortical_interneuron,l5_extratelencephalic_projecting_glutamatergic_cortical_neuron,near_projecting_glutamatergic_cortical_neuron,corticothalamic_projecting_glutamatergic_cortical_neuron,l6b_glutamatergic_cortical_neuron,astrocyte_of_the_cerebral_cortex,vascular_leptomeningeal_cell,cerebral_cortex_endothelial_cell,microglial_cell,oligodendrocyte_precursor_cell,oligodendrocyte,chandelier_pvalb_gabaergic_cortical_interneuron,pvalb_gabaergic_cortical_interneuron,sst_gabaergic_cortical_interneuron
Mixture89,0.05461051587867025,0.05509583908506728,0.0,0.0,0.047523058311141335,0.08536928319769449,0.10896312972361022,0.03814304214966656,0.09074442864252401,0.0,0.01258776982116269,0.048687740382237804,0.022146485286041052,0.07446185017779992,0.06045705779392477,0.1388579598965997,0.16235183965385996
Mixture90,0.10901754856266516,0.028746253647561826,0.014617299376289234,0.08064799530382424,0.02600822679202003,0.05019885761530895,0.0677771734573461,0.08921983285565063,0.0758092826133377,0.013233320651106707,0.007990298832411431,0.03428762416719181,0.02388999794398198,0.06836858972647616,0.05273777329965879,0.09317585132898691,0.1642740738261823
Mixture91,0.0,0.0,0.03924635460400453,0.09579626642054372,0.04332312959180825,0.08839725671598567,0.07417096858040356,0.0705555666439053,0.1171584706370754,0.012109892145433615,0.013903013776309312,0.06637309969397319,0.033888277424411216,0.10551336556986297,0.0617323699491212,0.17783196824716205,0.0
Mixture92,0.0,0.03861781612370132,0.020355447857132038,0.12765208751157006,0.02532816747995767,0.056836193553536946,0.07130949302569228,0.10989808099838785,0.07686729290946295,0.011895129644464106,0.01735266143784594,0.02774983115211218,0.0,0.18023182888843772,0.039376225266084315,0.11442645281449965,0.08210329133711493
Mixture93,0.1266961659079303,0.055540381615429124,0.0,0.07024251400021377,0.04473027434013888,0.05170452689645903,0.1002896860766557,0.0,0.07245877925743877,0.0,0.008977237872354481,0.0664805841449427,0.05475626739036631,0.06762598220581717,0.05855497246858581,0.10030118879609343,0.12164143902757453
Mixture94,0.11786964148505955,0.03975936281088877,0.015477155140698919,0.097725591742117,0.027042409085097908,0.04194683188669711,0.10360388574212272,0.042101435604498666,0.07032455607741646,0.006495680927021311,0.009795176623229186,0.03936333889450085,0.041030256250840745,0.06861003211234866,0.04805122672256885,0.15036003206752052,0.08044338682737283
Mixture95,0.06025314878405886,0.023598777545064616,0.035502087146358545,0.09673432898679325,0.038484169958362464,0.048932033946546626,0.03970711834506262,0.03795245359544946,0.09664042656390104,0.0,0.019279754676915492,0.058189556898419294,0.020029646232459737,0.1153281174676952,0.023270264006585748,0.12047040211361325,0.16562771373271382
Mixture96,0.06055196967871545,0.03351901722750875,0.0186811110912918,0.10161704488627966,0.042449128054965375,0.07167150748233082,0.057405926458154385,0.0374069702868019,0.03290249323296513,0.0,0.01739777866564406,0.05399811077037367,0.037666436300413025,0.0995748707428514,0.05114000751856833,0.10630867905420616,0.17770894854893013
Mixture97,0.09124049875850312,0.0455030540932528,0.04021040461098009,0.15147618863418258,0.03864875258077497,0.08861249843759834,0.04113098709311797,0.09737989465898882,0.0395210790769864,0.0146784708283615,0.01499683712641276,0.02778917353470796,0.03241217505397775,0.08465695091216613,0.02639159981372857,0.07710379035240661,0.08824764443385362
Mixture98,0.05961108835886563,0.04221848282472135,0.02989560036340294,0.0813910726907454,0.03836833061283323,0.08500692079632075,0.06941412405076183,0.0,0.0,0.017988561532181122,0.0146735646466317,0.04865677896594217,0.061358025683282455,0.06384164135750076,0.04358330818288429,0.16222728936260247,0.18176521057132397
Mixture99,0.05242930825443904,0.022779832792034282,0.015375852595498318,0.09484561421213006,0.02938100858002324,0.07545120747501065,0.10734254604103524,0.07715329809955258,0.0728072152689459,0.01600267118034438,0.016615318864189748,0.055818687033324564,0.03179796931052807,0.07961886869465819,0.060423994569610194,0.061347467891571715,0.1308091391371038
Mixture100,0.0,0.058762802133722224,0.0332945456871933,0.10634660449012695,0.0,0.07449245618208056,0.04927088162772754,0.10152738408242871,0.06544283965069256,0.013760868903028176,0.009819573932359143,0.035170009818190566,0.04829372730935913,0.1016353156312059,0.036446990405095615,0.10640273250532957,0.15933326764146005
