benchmark,dataset,method,pearson,spearman,rmse,mae,ccc
pseudo,cellxgene_Primary_Visual_Cortex,scgpt_lora/default,0.6477252613095676,0.8956089276918289,0.015573311597108841,0.011106232181191444,0.6371413277748554
pseudo,cellxgene_Primary_Visual_Cortex,bayesprism,0.7499456368384747,0.6572573422372459,0.04690881033748208,0.0335076016552383,0.7627426598917187
pseudo,cellxgene_Primary_Visual_Cortex,sweetwater,0.04190521978431336,-0.16549301652749096,0.049535550228516245,0.039892030342763944,0.033913488299256785
pseudo,cellxgene_Primary_Visual_Cortex,toast,0.5894533165119915,0.22573085429032463,0.1870727829233009,0.10174895646068027,0.5604675393827854
pseudo,cellxgene_Primary_Visual_Cortex,geneformer/longer,0.1978363036433277,0.4134040696568731,0.04316454982351711,0.034950020449492844,0.1839868948278844
pseudo,cellxgene_Primary_Visual_Cortex,geneformer/wider,0.12159554422876327,0.18061912915368872,0.04772314772235679,0.03837879437516563,0.10535701759180138
pseudo,cellxgene_Primary_Visual_Cortex,geneformer/finetune_pb5k,0.7555626928437692,0.8870355236208582,0.017368901054708133,0.0139081019985994,0.752917627064628
pseudo,cellxgene_Primary_Visual_Cortex,geneformer/realbulk,0.17503392810881319,0.41340214102906636,0.04428399513528748,0.03533311583691038,0.17075750511094026
pseudo,cellxgene_Primary_Visual_Cortex,geneformer/finetune,0.6597795486983838,0.8610135239533324,0.02134228197368454,0.016976409157245693,0.6637755487103663
pseudo,cellxgene_Primary_Visual_Cortex,geneformer/default,0.03421976986203362,0.11909088415876164,0.04852352147242351,0.039198263881909313,0.035039981494868366
pseudo,cellxgene_Primary_Visual_Cortex,dtangle,0.8585683523891857,0.6221598689120585,0.04578854140061066,0.034725920572241976,0.8460915818065738
pseudo,cellxgene_Primary_Visual_Cortex,transcriptformer/progressive4,0.39887719528961685,0.2920971753710075,0.15502246114782187,0.08286919542630793,0.4068088830851072
pseudo,cellxgene_Primary_Visual_Cortex,transcriptformer/longer,0.28612318951994925,0.10035591804620488,0.14869061727005745,0.08677026201927467,0.32147836428008414
pseudo,cellxgene_Primary_Visual_Cortex,transcriptformer/progressive3,0.416022908830991,0.28391678784671015,0.19818062236770498,0.09367710057663724,0.4174381768817819
pseudo,cellxgene_Primary_Visual_Cortex,transcriptformer/finetune,0.4186101346052517,0.13706160991849806,0.11321805569189995,0.07735243773536316,0.42325502137516696
pseudo,cellxgene_Primary_Visual_Cortex,transcriptformer/default,0.4356195012921445,0.38652838157722,0.12515347123147827,0.06739641753993607,0.41624084824550356
pseudo,cellxgene_Primary_Visual_Cortex,ols,0.775369429001011,0.33354679473705007,0.05329707206898755,0.04203815249553482,0.7875698924503867
pseudo,cellxgene_Primary_Visual_Cortex,epic,0.07851250715796573,0.10762843705655467,0.055096078151582364,0.04399077555929333,0.054955260542556145
pseudo,cellxgene_Primary_Visual_Cortex,bisquemarker,0.5897371521638031,0.33625691012995984,0.08316671285210347,0.05916520679458316,0.722722557746723
pseudo,cellxgene_Primary_Visual_Cortex,deconf,0.015878939721405826,0.02713457405430423,0.1105637841831485,0.08305509302867703,0.015625351010815088
pseudo,cellxgene_Primary_Visual_Cortex,adroit,0.9470417267335437,0.7972357314730623,0.024517877393891746,0.015651248178324497,0.9442065076072385
pseudo,cellxgene_Primary_Visual_Cortex,mcpcounter,0.7014405195223652,0.5103706262900526,0.04553377115851442,0.03681505686574901,0.6760883686093043
pseudo,cellxgene_Primary_Visual_Cortex,music,0.9567100439498643,0.9004591277364287,0.014213495007564372,0.011412861331221677,0.9594375725020579
pseudo,cellxgene_Primary_Visual_Cortex,stack/progressive4,0.253944150570895,0.23101604350405439,0.15598769689019015,0.08610742419186225,0.2838399024990285
pseudo,cellxgene_Primary_Visual_Cortex,stack/longer,0.21509462919111755,0.06855796651327166,0.1632182175404295,0.08779938890105143,0.2725998426705957
pseudo,cellxgene_Primary_Visual_Cortex,stack/wider,0.24239735578165345,0.17317641992338184,0.16211240951019198,0.08446061589933876,0.2708741910745037
pseudo,cellxgene_Primary_Visual_Cortex,stack/progressive3,0.24527058066133775,0.1468676904729686,0.15872516497772232,0.08305489495905558,0.2930028715834492
pseudo,cellxgene_Primary_Visual_Cortex,stack/default,0.2663647588194684,0.0931586532174174,0.11781631971078056,0.07120817400702727,0.2809883822223092
pseudo,cellxgene_Primary_Visual_Cortex,ridge,0.7753727639433284,0.33374299342506153,0.053289469474117994,0.042032044039280264,0.7875833078105986
pseudo,cellxgene_Primary_Visual_Cortex,mysort,0.8381430261724686,0.76702486803106,0.026635117434912276,0.01991114546451665,0.8258363686655072
pseudo,cellxgene_Primary_Visual_Cortex,lindeconseq,0.8956694072406093,0.717629198348917,0.029128759318270005,0.021998049530833418,0.8900193320373867
pseudo,cellxgene_Primary_Visual_Cortex,quantiseq,0.536656914265685,0.320895639558913,0.07177470217346643,0.056265742309188856,0.5664381943437131
pseudo,cellxgene_Primary_Visual_Cortex,scaden,0.6085015306363362,0.6574405671720126,0.03597192917012521,0.02878518685938586,0.6104142901097349
pseudo,cellxgene_Primary_Visual_Cortex,mixupvi,0.7155108060964459,0.2885627788339748,0.061849365538180684,0.04560327913566385,0.7234339825793665
pseudo,cellxgene_Primary_Visual_Cortex,scfoundation/default,0.45066287252026554,0.521381906874546,0.051002107745310096,0.03890579918106288,0.4512927260999505
pseudo,cellxgene_Primary_Visual_Cortex,autogenes,0.6702053065322104,0.7389447825085845,0.035572406428287344,0.02752476866266754,0.6652066355133646
pseudo,cellxgene_Primary_Visual_Cortex,tape,0.15125752973935772,0.037925265658142124,0.07243314569322812,0.05634039448160787,0.12567297881469683
pseudo,tabula_sapiens_Thymus,recide,0.6608954553209901,0.31605577316832073,0.16086170707811825,0.09981617060096054,0.7007197460976444
pseudo,tabula_sapiens_Thymus,fardeep,0.6952821172458878,0.5379970325943256,0.08965362326581404,0.06664709043369875,0.6634868289242454
pseudo,tabula_sapiens_Thymus,methylresolver,0.5528064332115448,0.23858659784677358,0.10008457871829053,0.08537571044867485,0.5471501610829619
pseudo,tabula_sapiens_Thymus,deconrnaseq,0.3805352518353489,0.14525420320009588,0.2441066885327447,0.14831453301499758,0.42059659393808563
pseudo,tabula_sapiens_Thymus,cibersortx,0.7775366315508551,0.5491794506190151,0.09397535712104499,0.06845918202773565,0.7688017754834664
pseudo,tabula_sapiens_Thymus,scdc,0.5771061422134113,0.3520686589475407,0.09327007340693445,0.07138779496509264,0.5516024739231571
pseudo,tabula_sapiens_Thymus,squid,0.0,0.0,0.06677870313404226,0.055472138449267634,0.0
pseudo,tabula_sapiens_Thymus,momf,0.4469682929278505,0.21353642237851528,0.1499808021997691,0.11079875395200675,0.42867457271528486
pseudo,tabula_sapiens_Thymus,deconpeaker,0.6722848634591361,0.3772071331424847,0.10509245972702001,0.08532100143353312,0.7069845303894482
pseudo,tabula_sapiens_Thymus,demixsc,0.520976222189586,0.1151931742206622,0.11875406595695258,0.09719236167513262,0.5163432845288058
pseudo,tabula_sapiens_Thymus,diffformer,0.5209762221895864,0.1151931742206622,0.11875406595695248,0.09719236167513254,0.5163432845288058
pseudo,tabula_sapiens_Thymus,refactor,0.13676073491054164,0.16446089218018986,0.18180571261193154,0.1334383448919747,0.16170419486510285
pseudo,tabula_sapiens_Thymus,cpm,0.6837857199074302,-0.4111666666666667,0.08001027018913083,0.06777434211315936,0.652523844074113
pseudo,tabula_sapiens_Thymus,deconica,-0.13535854143493728,0.029226476362503463,0.20859609392965067,0.14514002344510532,-0.07292283159517263
pseudo,tabula_sapiens_Thymus,bayice,0.6731268313324487,0.3753333333333333,0.10050946630139786,0.0740104669719419,0.6583908405258945
pseudo,tabula_sapiens_Thymus,nnls,0.5209762370188642,0.1151931742206622,0.11875404756224288,0.09719234783797653,0.5163432845288058
pseudo,tabula_sapiens_Thymus,nitumid,0.874609287534366,0.5931666666666666,0.0521624003113553,0.045843134999042856,0.8621062756262652
pseudo,tabula_sapiens_Thymus,linseed,-0.1061299452431687,-0.338,0.11959080989822962,0.0942878224447779,-0.08908695189331205
pseudo,tabula_sapiens_Thymus,emeth,0.7752460846698956,0.5226419436226155,0.10515767136071547,0.07384682667893615,0.7669890232779427
pseudo,tabula_sapiens_Thymus,rna-sieve,0.9007718926373622,0.609,0.0909842964578107,0.06848728048003071,0.8925786228447588
pseudo,tabula_sapiens_Thymus,countbridges,0.8265466534196411,0.2991666666666667,0.10195088839601259,0.07289131615202267,0.8154770363127936
pseudo,tabula_sapiens_Thymus,nusvr,0.7719299245615361,0.5510274590691224,0.09949950728810932,0.07072073771691266,0.7606553294423285
pseudo,tabula_sapiens_Thymus,immucellai,0.8195795147073732,0.6647257945262415,0.05026195468651491,0.03836769272540069,0.8172143420886128
pseudo,tabula_sapiens_Thymus,deseq2,0.7928959144521434,0.5789446760382713,0.12288329477650284,0.08345524692413549,0.7869899342526202
pseudo,tabula_sapiens_Thymus,mixture,0.7131973673043002,0.4867478009968938,0.08808771892079445,0.06889337474333557,0.7079493810601967
pseudo,tabula_sapiens_Thymus,hspe,0.5996565716937171,0.4804999999999998,0.18590234859500782,0.147093115431616,0.6839394277186515
pseudo,tabula_sapiens_Thymus,prede,0.7932938131320191,0.41900995176803363,0.0958152558887616,0.07577276265828349,0.7832179676314475
pseudo,tabula_sapiens_Thymus,bisqueref,0.692901719075229,0.4108333333333334,0.08229969609171556,0.0627003708759813,0.677409987035007
pseudo,tabula_sapiens_Thymus,dsa,0.4735263396803068,0.1946042255391726,0.15878446617786415,0.1256015414041167,0.45471246310776586
pseudo,tabula_sapiens_Thymus,demixt,0.041725729852733845,0.4693764935710851,0.1108979408892653,0.08599539611522308,0.03183126292301321
pseudo,tabula_sapiens_Thymus,decompress,0.08616133603770994,-0.14274367788367223,0.18326943488715422,0.14543842332899215,0.08490346835171421
pseudo,tabula_sapiens_Thymus,deconvseq,0.17249438988670443,0.13966666666666666,0.23820246411619062,0.16391108682237177,0.19698231462398869
pseudo,tabula_sapiens_Thymus,bayesprism,0.869225111499531,0.6801666666666665,0.07130463925043476,0.05456256247526122,0.8804499261033607
pseudo,tabula_sapiens_Thymus,toast,0.800819059590935,0.19949999999999998,0.10286725529752112,0.08600754033534536,0.7771848311448408
pseudo,tabula_sapiens_Thymus,geneformer/longer,0.30250476286389283,0.32166666666666666,0.06492713218593733,0.05229922879617707,0.29364254854510136
pseudo,tabula_sapiens_Thymus,geneformer/wider,0.17660030502006385,0.27666666666666667,0.07267354883010212,0.05823789869148873,0.1541119243725143
pseudo,tabula_sapiens_Thymus,geneformer/finetune,0.6927476541616245,0.6703333333333333,0.06686700378490791,0.05238202529622639,0.6679428176695195
pseudo,tabula_sapiens_Thymus,geneformer/default,0.04371222242694191,0.07566666666666666,0.06938511505865107,0.0576424498701314,0.042459058459391956
pseudo,tabula_sapiens_Thymus,dtangle,0.8739024432612111,0.47666666666666674,0.059237193654395504,0.045728442095207544,0.8534978695273179
pseudo,tabula_sapiens_Thymus,ols,0.5527933235125383,0.23858659784677358,0.10008696016772041,0.08537754792150723,0.5471501610829618
pseudo,tabula_sapiens_Thymus,epic,0.4819114762582294,0.19999999999999996,0.1849431312546863,0.11506677968162204,0.5033717477598666
pseudo,tabula_sapiens_Thymus,bisquemarker,0.5767369898702362,0.4259076660554256,0.13264377122726928,0.10147307324877347,0.7111387642742787
pseudo,tabula_sapiens_Thymus,baycount,-0.19837898843434948,-0.11616666666666667,0.07488134408237991,0.06098429779941356,-0.18370625934153118
pseudo,tabula_sapiens_Thymus,deconf,-0.06394327015508677,-0.2257239997309573,0.13973794637153708,0.11987286273904613,-0.046175793517066396
pseudo,tabula_sapiens_Thymus,adroit,0.803108424722698,0.603532355815961,0.09530193544303699,0.07061525176119922,0.8248878135535577
pseudo,tabula_sapiens_Thymus,mcpcounter,0.7082293753795752,0.5448333333333333,0.06262504507419246,0.05208969367075818,0.6763883452787377
pseudo,tabula_sapiens_Thymus,music,0.8558221853935242,0.6812278137175398,0.1094338926359873,0.07094935597612406,0.8438827326335611
pseudo,tabula_sapiens_Thymus,ridge,0.5528064340704056,0.23858659784677358,0.10008457609303834,0.08537570640665376,0.5471501610829618
pseudo,tabula_sapiens_Thymus,mysort,0.7270544784768773,0.5052667752169341,0.08479839457565919,0.06711973881960288,0.7277352792507633
pseudo,tabula_sapiens_Thymus,lindeconseq,0.7366196832080774,0.4985552366032398,0.08930272508004686,0.06971763338668525,0.7321384262241524
pseudo,tabula_sapiens_Thymus,quantiseq,0.5336724347644408,0.2009628152254854,0.17774735708306771,0.11005394022548964,0.5422986853456401
pseudo,tabula_sapiens_Thymus,scaden,0.8389108495428133,0.7203333333333332,0.04785788369319831,0.03741811253123867,0.8395398573306861
pseudo,tabula_sapiens_Thymus,mixupvi,0.5209762221895864,0.1151931742206622,0.11875406595695248,0.09719236167513254,0.5163432845288058
pseudo,tabula_sapiens_Thymus,autogenes,0.7116492793292251,0.469020390991233,0.09951322664860682,0.08207463307441809,0.7206327271738002
pseudo,tabula_sapiens_Thymus,tape,0.5010412687360072,-0.5291666666666666,0.12379096407347544,0.10418884270864769,0.4624456359683603
pseudo,cellxgene_Anterior_Cingulate_Cortex,recide,0.11782833312541066,0.41747676448926724,0.052536990539251455,0.039578297244935695,0.11349178009196018
pseudo,cellxgene_Anterior_Cingulate_Cortex,fardeep,0.9141920308142311,0.9281297652910442,0.013840484112983466,0.011432677823111883,0.9079843348418651
pseudo,cellxgene_Anterior_Cingulate_Cortex,methylresolver,0.5426052148937661,0.639685928230356,0.03795737673405004,0.024794244940190724,0.5422132097299605
pseudo,cellxgene_Anterior_Cingulate_Cortex,deconrnaseq,0.5124843779399907,0.5603779358775227,0.061544979522250444,0.0472764656679983,0.5233008276402833
pseudo,cellxgene_Anterior_Cingulate_Cortex,cibersortx,0.9238315142905147,0.936340382953082,0.01224890867571726,0.010317920111831663,0.9195693406562627
pseudo,cellxgene_Anterior_Cingulate_Cortex,scdc,0.5490791446372953,0.39225966668904527,0.07849052789075937,0.05639999129805812,0.5698750697113709
pseudo,cellxgene_Anterior_Cingulate_Cortex,squid,0.0,0.0,0.03925104356879892,0.03167133386299337,0.0
pseudo,cellxgene_Anterior_Cingulate_Cortex,momf,0.9271011013255789,0.7298660484298435,0.024938395498416897,0.01598958984284299,0.9229622529367022
pseudo,cellxgene_Anterior_Cingulate_Cortex,deconpeaker,0.8389067136039398,0.796321401183135,0.022452401959642286,0.015159163202579968,0.8307280119829402
pseudo,cellxgene_Anterior_Cingulate_Cortex,demixsc,0.9144450390661306,0.8914229966219395,0.015806468867813995,0.012737417812493948,0.9088028632172649
pseudo,cellxgene_Anterior_Cingulate_Cortex,diffformer,0.9144450390661306,0.8914229966219395,0.015806468867813995,0.012737417812493948,0.9088028632172649
pseudo,cellxgene_Anterior_Cingulate_Cortex,refactor,-0.03665501554127265,0.09616840558015034,0.11503788861162098,0.07482808664211013,0.011807274653195636
pseudo,cellxgene_Anterior_Cingulate_Cortex,cpm,0.785012498352349,0.3324259573751064,0.036027563938117034,0.029425263749722156,0.763041672823728
pseudo,cellxgene_Anterior_Cingulate_Cortex,dwls,0.9597095908788029,0.962186178573659,0.009015793052783865,0.00702450882206323,0.9564259663626532
pseudo,cellxgene_Anterior_Cingulate_Cortex,deconica,0.0028924074007099813,0.055688951145922615,0.10350560133933517,0.07135443463853738,0.0057314309741232595
pseudo,cellxgene_Anterior_Cingulate_Cortex,bayice,0.5559744423692328,0.4760507035687896,0.04890424658645223,0.03682505112267245,0.5535780469385022
pseudo,cellxgene_Anterior_Cingulate_Cortex,nnls,0.9144450434688379,0.8914229966219395,0.01580646809981905,0.012737417555004129,0.9088028632172649
pseudo,cellxgene_Anterior_Cingulate_Cortex,nitumid,0.8009455821327054,0.4353645414889206,0.03784758906086283,0.029516869909083643,0.7829996699797904
pseudo,cellxgene_Anterior_Cingulate_Cortex,linseed,0.012181510365797357,-0.06689120249182143,0.06068555167090746,0.04958200611922297,0.0165210689916773
pseudo,cellxgene_Anterior_Cingulate_Cortex,emeth,0.9059348823853921,0.9371433244531029,0.011997486734286102,0.009775635771663712,0.8904724045086658
pseudo,cellxgene_Anterior_Cingulate_Cortex,rna-sieve,0.9399006045315526,0.7296582795196634,0.03821596193435332,0.026412885632090825,0.9298314909464678
pseudo,cellxgene_Anterior_Cingulate_Cortex,countbridges,0.9269845517022347,0.6984154623720622,0.03818124634969281,0.02800808010444389,0.9235375290711217
pseudo,cellxgene_Anterior_Cingulate_Cortex,scgpt/da,0.6864119463134309,0.8612359216997314,0.020781074818785543,0.01590813978195692,0.6759764851535103
pseudo,cellxgene_Anterior_Cingulate_Cortex,scgpt/mmd,0.26633546196126734,0.2617025588170491,0.03756948545543843,0.03081115372448501,0.2778649738669785
pseudo,cellxgene_Anterior_Cingulate_Cortex,scgpt/lr_7e5,0.5231667592500557,0.5199995885531559,0.03182368470945658,0.025992018238403886,0.5196482241970283
pseudo,cellxgene_Anterior_Cingulate_Cortex,scgpt/finetune,0.6948265753286088,0.8436461085257162,0.020720164791341807,0.015840242643149347,0.674416141241919
pseudo,cellxgene_Anterior_Cingulate_Cortex,scgpt/frozen,0.02104527233372071,0.2884820483883711,0.0386074729419735,0.031118355704211464,0.009972266516230266
pseudo,cellxgene_Anterior_Cingulate_Cortex,nusvr,0.9324999131718812,0.9353153099446968,0.012330172746229945,0.010425939931139253,0.9245093274801228
pseudo,cellxgene_Anterior_Cingulate_Cortex,daism,0.7910922994719585,0.4955377722480821,0.03689562322714358,0.031295350710934054,0.7760717870789747
pseudo,cellxgene_Anterior_Cingulate_Cortex,immucellai,0.8373081808402947,0.9023589981190727,0.0155133734218101,0.012315057885978453,0.8249731961019298
pseudo,cellxgene_Anterior_Cingulate_Cortex,deseq2,0.9652455499267243,0.9496823199381459,0.010148107882189374,0.008087724728038502,0.9598487924458676
pseudo,cellxgene_Anterior_Cingulate_Cortex,mixture,0.9320666697892582,0.9367421290642285,0.01247766529742797,0.010467262501188165,0.9251529644414932
pseudo,cellxgene_Anterior_Cingulate_Cortex,hspe,0.520970098204292,-0.06627289359558924,0.22772914900447608,0.10603882881283608,0.6497549084415432
pseudo,cellxgene_Anterior_Cingulate_Cortex,prede,0.7220259665768514,0.5803339150807206,0.04428830185029407,0.03426958338689431,0.6991151986481506
pseudo,cellxgene_Anterior_Cingulate_Cortex,bisqueref,0.824275773665314,0.7445878882601409,0.029657363778258373,0.021494290756117525,0.8003837291799061
pseudo,cellxgene_Anterior_Cingulate_Cortex,dsa,0.6183295249649061,0.03766479916066416,0.06920381627815252,0.054026351198458056,0.6036785244518592
pseudo,cellxgene_Anterior_Cingulate_Cortex,demixt,-0.048945443865262055,0.3083575665345878,0.08226852740967613,0.05510279019990163,0.05908921333832522
pseudo,cellxgene_Anterior_Cingulate_Cortex,decompress,0.0794938180311582,-0.1450760019241884,0.09891457594773065,0.07166338915169691,0.08064278275084279
pseudo,cellxgene_Anterior_Cingulate_Cortex,deconvseq,0.0,0.0,0.03925104356879892,0.03167133386299337,0.0
pseudo,cellxgene_Anterior_Cingulate_Cortex,scgpt_lora/default,0.7428690703476176,0.9139816572215794,0.01453747320920229,0.010461492463946342,0.7443363544464034
pseudo,cellxgene_Anterior_Cingulate_Cortex,bayesprism,0.7663795664304776,0.6502477378488113,0.04274580170568437,0.031830538261580464,0.7818260458664283
pseudo,cellxgene_Anterior_Cingulate_Cortex,sweetwater,0.10480821632621747,0.2689100654846402,0.0376913716409499,0.030193696237096477,0.08264398859267438
pseudo,cellxgene_Anterior_Cingulate_Cortex,geneformer/longer,0.19951231719476475,0.22633257695521752,0.03766818911453068,0.03070357895814603,0.2068616212144313
pseudo,cellxgene_Anterior_Cingulate_Cortex,geneformer/wider,0.15430760195184737,0.18021598196215063,0.0398483067405215,0.03217974812281173,0.16517969325140697
pseudo,cellxgene_Anterior_Cingulate_Cortex,geneformer/finetune_pb5k,0.7915433931080919,0.8816438215498306,0.01819293226560401,0.014770209224920394,0.7935465237171621
pseudo,cellxgene_Anterior_Cingulate_Cortex,geneformer/realbulk,0.1854638065595352,0.3010742588230359,0.03692627185677843,0.030172879823128447,0.16763720546034622
pseudo,cellxgene_Anterior_Cingulate_Cortex,geneformer/finetune,0.6906663513289047,0.8392903918523001,0.020264056945572987,0.016354598437182285,0.6860792361928125
pseudo,cellxgene_Anterior_Cingulate_Cortex,geneformer/default,0.08849777028942185,0.1434757269631322,0.03921081457054822,0.03151642438678664,0.081146364736755
pseudo,cellxgene_Anterior_Cingulate_Cortex,dtangle,0.8509538261030353,0.6498773728624633,0.028722337964045514,0.023808756589220284,0.8350850755024607
pseudo,cellxgene_Anterior_Cingulate_Cortex,transcriptformer/progressive4,0.33857467379879663,0.3258974646200234,0.12362361443060181,0.08110311352024031,0.3488009840881677
pseudo,cellxgene_Anterior_Cingulate_Cortex,transcriptformer/longer,0.34796494000521017,0.32539634735632333,0.16120534133975098,0.08326064120659664,0.39906013510861993
pseudo,cellxgene_Anterior_Cingulate_Cortex,transcriptformer/progressive3,0.34250681673555505,0.3718769715522346,0.2069463496600403,0.09699488847948964,0.4182282208171742
pseudo,cellxgene_Anterior_Cingulate_Cortex,transcriptformer/finetune,0.3661892775618525,0.30256808167905613,0.19109805845115962,0.09253762378663184,0.4264382377913118
pseudo,cellxgene_Anterior_Cingulate_Cortex,transcriptformer/default,0.3550828840883771,0.3827731678257452,0.145863002605247,0.08181904137241416,0.42253095264533547
pseudo,cellxgene_Anterior_Cingulate_Cortex,ols,0.9258766226075901,0.8904816152269984,0.0157950782161604,0.012774074650170547,0.9212334429243096
pseudo,cellxgene_Anterior_Cingulate_Cortex,epic,0.7610253318347745,0.6906002766014028,0.041470064256294764,0.030899006350018826,0.8655269024723142
pseudo,cellxgene_Anterior_Cingulate_Cortex,bisquemarker,0.617277200834483,0.5018319083957697,0.07420492052812956,0.0526471914359041,0.7475510321280052
pseudo,cellxgene_Anterior_Cingulate_Cortex,deconf,-0.014712009429511485,0.037875547578544846,0.08341548719551083,0.06550998844403572,-0.010773584814867706
pseudo,cellxgene_Anterior_Cingulate_Cortex,adroit,0.9230020412389335,0.9337335253923255,0.01259626759435289,0.010175127442831462,0.919589369915528
pseudo,cellxgene_Anterior_Cingulate_Cortex,mcpcounter,0.7629861655515933,0.4918116216678208,0.0360074736299089,0.028948282131202503,0.7418946672810919
pseudo,cellxgene_Anterior_Cingulate_Cortex,music,0.9576922534446479,0.9423795871433147,0.010509373610551551,0.008425874486943642,0.9580321009151305
pseudo,cellxgene_Anterior_Cingulate_Cortex,stack/progressive4,0.20268349276793213,-0.18069446129030964,0.14888016479697205,0.08793335766548376,0.2645783123277847
pseudo,cellxgene_Anterior_Cingulate_Cortex,stack/longer,0.16217256061512164,-0.21586476218364412,0.12862550516953405,0.08551477687339604,0.19656264563774595
pseudo,cellxgene_Anterior_Cingulate_Cortex,stack/wider,0.12420730535862019,-0.13586884094063537,0.13794402143635,0.08760620707885411,0.12892537835104895
pseudo,cellxgene_Anterior_Cingulate_Cortex,stack/progressive3,0.22059340496919763,-0.14756180765308569,0.12209546945302625,0.08157706299495186,0.28176119604508737
pseudo,cellxgene_Anterior_Cingulate_Cortex,stack/default,0.16616347619953434,-0.2644043094727904,0.1289984416325593,0.08424724180073889,0.19901463675027503
pseudo,cellxgene_Anterior_Cingulate_Cortex,ridge,0.9258807383517158,0.890653424867204,0.015789506973558524,0.012770256249795057,0.9212313207801155
pseudo,cellxgene_Anterior_Cingulate_Cortex,mysort,0.87360432292992,0.9225628118248472,0.014009540998760398,0.011368813653687691,0.8586065129018209
pseudo,cellxgene_Anterior_Cingulate_Cortex,lindeconseq,0.9455096144610771,0.9361977587531455,0.012341023385652858,0.010376305027674022,0.9372269937019226
pseudo,cellxgene_Anterior_Cingulate_Cortex,quantiseq,0.9060487661678401,0.6983476434521938,0.04147314716825214,0.0308835468889798,0.8985568456610933
pseudo,cellxgene_Anterior_Cingulate_Cortex,scaden,0.6446897156126558,0.6565442537597903,0.028750753409156768,0.0219178123448146,0.6541206489037594
pseudo,cellxgene_Anterior_Cingulate_Cortex,mixupvi,0.9144450390661306,0.8914229966219395,0.015806468867813995,0.01273741781249395,0.9088028632172649
pseudo,cellxgene_Anterior_Cingulate_Cortex,scfoundation/default,0.5097171682351798,0.5321307417590954,0.040360496375131956,0.029801378569779196,0.49936551376272703
pseudo,cellxgene_Anterior_Cingulate_Cortex,autogenes,0.6356841508968903,0.40844196479987827,0.05347433812249727,0.043866799587758236,0.6531462081900645
pseudo,cellxgene_Anterior_Cingulate_Cortex,tape,0.16840361145485788,-0.09589059860481008,0.059883488850536126,0.04615384962853733,0.15646203845794202
pseudo,cellxgene_Small_Intestine,recide,0.145573430817367,0.05374853584362671,0.11571568616930566,0.07889170862455154,0.14791920144135112
pseudo,cellxgene_Small_Intestine,fardeep,0.9118177636043354,0.6826295157415775,0.04709025137478429,0.033624380106527824,0.8912753919781158
pseudo,cellxgene_Small_Intestine,methylresolver,0.870463500167783,0.5468678974092508,0.07895017360173294,0.054087613180347424,0.8534909270370706
pseudo,cellxgene_Small_Intestine,deconrnaseq,0.6802945397108329,0.24321319726532742,0.11412975293529123,0.08639894150060959,0.6797274878639687
pseudo,cellxgene_Small_Intestine,cibersortx,0.9286238409005682,0.6819135170719386,0.04888759188768316,0.034952650306220655,0.9051935096086525
pseudo,cellxgene_Small_Intestine,scdc,0.761104797416522,0.3097991234161979,0.13148936952470505,0.07518951420844357,0.7672526593513714
pseudo,cellxgene_Small_Intestine,squid,nan,0.0,0.08109019948231076,0.05514770974030918,nan
pseudo,cellxgene_Small_Intestine,momf,0.8923876608713931,0.0028195895302739783,0.16617829435584427,0.10039951844139512,0.8755310106811068
pseudo,cellxgene_Small_Intestine,deconpeaker,0.692568343867936,0.40871711871962435,0.09586076091377844,0.06191531961484551,0.6881003177457043
pseudo,cellxgene_Small_Intestine,demixsc,0.8458768709620135,0.5340973054344333,0.08138859729026228,0.05503607333169715,0.831924467145918
pseudo,cellxgene_Small_Intestine,diffformer,0.8458768709620135,0.5340973054344333,0.08138859729026234,0.055036073331697175,0.831924467145918
pseudo,cellxgene_Small_Intestine,refactor,-0.04552644426894543,0.06844144505322088,0.1952314018096073,0.1286535957676992,0.06651355698962086
pseudo,cellxgene_Small_Intestine,cpm,0.700481496352126,-0.1822010979201347,0.08662004289886753,0.05861996798003155,0.6802397747776581
pseudo,cellxgene_Small_Intestine,dwls,0.9727665975944195,0.8062298561981518,0.04246026483700618,0.030245221493443285,0.9629520386751931
pseudo,cellxgene_Small_Intestine,deconica,-0.042421328449644365,-0.1154107762345884,0.22975631987732947,0.13542303825099614,-0.08395926262696592
pseudo,cellxgene_Small_Intestine,bayice,0.6840498907004796,0.3202403038259002,0.09418392419515927,0.06694453592852874,0.6774943851240218
pseudo,cellxgene_Small_Intestine,nnls,0.8458768718901384,0.5340973054344333,0.0813885915761012,0.05503607047045674,0.831924467145918
pseudo,cellxgene_Small_Intestine,nitumid,0.9338911303427541,0.4303350415128525,0.07923669828115172,0.04988754721678549,0.9134977174033528
pseudo,cellxgene_Small_Intestine,linseed,-0.010772541774556922,-0.040287809707862915,0.12217974482932252,0.08293872312279263,0.015951264390793547
pseudo,cellxgene_Small_Intestine,emeth,0.8950436912042775,0.6564165922486417,0.04876204873935801,0.03567950227885017,0.8712131630879514
pseudo,cellxgene_Small_Intestine,rna-sieve,0.8947131910963183,0.28330123282068626,0.10530728196935094,0.07212970067503689,0.8805120529828905
pseudo,cellxgene_Small_Intestine,countbridges,0.8940515441891466,0.31782095062654253,0.10094815082681859,0.06531895148777175,0.8789863295433719
pseudo,cellxgene_Small_Intestine,scgpt/da,0.8160692663012913,0.6996521399559072,0.057145871517899016,0.03742519348992947,0.7875049881136804
